order_id,customer_id,product_id,order_date,quantity,payment_method
O00598,C0947,P004,2023-01-23,1,Online
O00599,C0946,P049,2023-12-22,3,Online
O00600,C0399,P051,2023-07-24,1,Card
O00601,C0235,P018,2023-05-09,3,Online
O00602,C0951,P063,2024-01-19,4,Card
O00603,C1124,P032,2023-02-12,4,Card
O00604,C0572,P021,2023-08-30,2,Card
O00605,C0206,P023,2023-11-07,3,Card
O00606,C0801,P022,2023-10-01,1,Online
O00607,C0023,P035,2024-01-26,2,Cash
O00608,C0365,P028,2023-07-03,1,Online
O00609,C0443,P057,2023-09-30,1,Online
O00610,C1071,P014,2024-02-20,4,Online
O00611,C0910,P007,2023-06-07,5,Card
O00612,C0773,P026,2023-01-25,2,Cash
O00613,C0489,P026,2024-04-10,1,Card
O00614,C0058,P002,2023-08-04,3,Card
O00615,C0130,P029,2023-12-15,1,Online
O00616,C0343,P006,2023-03-27,4,Online
O00617,C0670,P042,2023-02-25,5,Online
O00618,C0425,P070,2023-04-08,4,Cash
O00619,C0476,P028,2023-03-03,1,Cash
O00620,C0356,P002,2023-06-15,4,Online
O00621,C0025,P050,2023-06-11,2,Cash
O00622,C0136,P036,2023-04-23,5,Cash
O00623,C0138,P028,2023-01-23,4,Cash
O00624,C1024,P014,2024-01-28,5,Online
O00625,C0516,P013,2023-03-29,5,Cash
O00626,C0796,P018,2023-11-20,3,Card
O00627,C0652,P062,2023-11-22,1,Cash
O00628,C1199,P058,2023-01-10,4,Online
O00629,C0477,P065,2023-11-24,5,Online
O00630,C0477,P003,2023-01-07,5,Card
O00631,C0485,P055,2023-06-08,2,Online
O00632,C0123,P018,2023-02-10,3,Cash
O00633,C0414,P020,2023-06-01,4,Card
O00634,C0078,P031,2023-11-25,5,Cash
O00635,C0674,P018,2024-01-14,3,Cash
O00636,C0082,P067,2023-11-26,4,Online
O00637,C0591,P004,2024-02-21,2,Online
O00638,C0702,P032,2023-06-19,2,Online
O00639,C0509,P029,2023-01-28,5,Cash
O00640,C0659,P024,2023-09-24,4,Online
O00641,C0133,P063,2023-01-04,1,Card
O00642,C0290,P027,2023-01-27,2,Card
O00643,C1125,P027,2023-03-30,2,Online
O00644,C0873,P060,2023-02-10,3,Card
O00645,C0405,P032,2024-01-05,4,Card
O00646,C0510,P039,2023-11-07,3,Online
O00647,C0413,P035,2023-08-18,4,Card
O00648,C0737,P051,2024-05-01,4,Card
O00649,C0904,P055,2023-08-30,5,Online
O00650,C0888,P020,2024-01-12,4,Card
O00651,C0782,P055,2024-01-26,1,Cash
O00652,C1101,P020,2023-11-01,5,Online
O00653,C0527,P049,2023-03-31,4,Cash
O00654,C0581,P049,2023-08-21,5,Online
O00655,C0148,P043,2023-09-04,2,Online
O00656,C0401,P020,2023-08-29,2,Card
O00657,C1026,P048,2023-01-07,4,Cash
O00658,C0852,P051,2024-04-18,3,Cash
O00659,C0631,P076,2023-09-08,1,Cash
O00660,C0080,P016,2024-03-29,4,Online
O00661,C0398,P056,2023-03-25,3,Online
O00662,C1044,P063,2023-06-28,3,Online
O00663,C0790,P055,2023-01-30,2,Card
O00664,C0071,P047,2023-09-02,1,Online
O00665,C0303,P034,2023-12-07,5,Cash
O00666,C0302,P033,2024-04-28,2,Online
O00667,C0331,P002,2023-10-24,1,Card
O00668,C0788,P051,2023-11-26,5,Card
O00669,C0387,P055,2023-09-23,2,Cash
O00670,C0619,P065,2023-05-10,5,Online
O00671,C0784,P076,2024-03-29,3,Online
O00672,C0183,P014,2023-07-30,5,Cash
O00673,C0293,P035,2024-02-21,2,Online
O00674,C0631,P001,2023-07-23,2,Cash
O00675,C0199,P009,2023-01-01,4,Online
O00676,C0591,P056,2023-08-02,2,Card
O00677,C0382,P018,2023-07-11,2,Cash
O00678,C1030,P015,2023-04-04,4,Online
O00679,C0436,P024,2024-02-21,2,Card
O00680,C0375,P025,2024-01-19,3,Cash
O00681,C0224,P022,2023-08-14,1,Cash
O00682,C0774,P016,2023-02-13,3,Card
O00683,C0061,P075,2023-06-25,2,Cash
O00684,C0207,P002,2023-09-06,1,Cash
O00685,C0015,P075,2024-01-20,1,Card
O00686,C1070,P001,2023-04-19,4,Online
O00687,C0545,P063,2023-09-24,4,Cash
O00688,C0880,P044,2023-11-06,3,Online
O00689,C0703,P041,2024-03-31,2,Cash
O00690,C0817,P049,2023-12-07,5,Card
O00691,C0730,P043,2024-05-14,1,Card
O00692,C0823,P018,2023-08-22,1,Online
O00693,C1087,P036,2023-03-04,2,Cash
O00694,C0974,P066,2023-08-20,4,Online
O00695,C0007,P042,2023-04-07,1,Online
O00696,C0094,P042,2023-07-04,4,Card
O00697,C0993,P052,2023-11-07,5,Card
O00698,C0877,P061,2023-06-28,1,Online
O00699,C0602,P078,2023-07-17,2,Online
O00700,C1066,P074,2023-03-15,5,Card
O00701,C1020,P012,2023-03-07,3,Online
O00702,C0957,P022,2023-10-08,4,Card
O00703,C1108,P031,2023-09-04,2,Card
O00704,C0184,P014,2023-03-29,4,Online
O00705,C0329,P042,2023-01-15,4,Cash
O00706,C0528,P061,2023-04-23,1,Online
O00707,C1095,P063,2023-03-11,1,Online
O00708,C0459,P074,2023-06-20,5,Card
O00709,C0703,P049,2023-11-26,4,Online
O00710,C1151,P056,2023-11-25,2,Card
O00711,C0237,P038,2023-05-13,1,Card
O00712,C0697,P076,2023-02-15,2,Online
O00713,C0238,P074,2024-04-27,3,Card
O00714,C0642,P049,2024-03-12,5,Online
O00715,C0637,P008,2023-01-01,5,Online
O00716,C0795,P055,2023-04-08,3,Cash
O00717,C0259,P067,2024-02-13,5,Online
O00718,C0219,P051,2023-04-24,1,Online
O00719,C0944,P041,2024-03-12,2,Cash
O00720,C0449,P064,2024-03-04,4,Card
O00721,C0581,P019,2023-11-04,1,Online
O00722,C0633,P065,2023-06-13,1,Cash
O00723,C1176,P062,2024-03-10,2,Cash
O00724,C0772,P008,2023-05-30,3,Card
O00725,C0432,P029,2024-02-28,1,Card
O00726,C0999,P051,2024-03-14,3,Online
O00727,C0327,P003,2024-04-12,5,Cash
O00728,C0866,P061,2023-06-22,3,Cash
O00729,C0148,P068,2023-07-20,3,Cash
O00730,C0400,P071,2023-12-23,4,Card
O00731,C0663,P075,2023-03-09,1,Online
O00732,C0938,P021,2023-06-05,5,Card
O00733,C0989,P038,2023-08-15,2,Card
O00734,C0401,P002,2023-04-22,3,Online
O00735,C1179,P014,2024-03-14,2,Cash
O00736,C0875,P022,2024-05-01,1,Card
O00737,C0971,P023,2023-07-02,1,Card
O00738,C0694,P076,2023-09-21,4,Card
O00739,C0828,P032,2023-11-18,1,Card
O00740,C0813,P063,2023-05-04,3,Online
O00741,C0354,P049,2023-11-02,1,Cash
O00742,C0783,P036,2024-03-18,4,Cash
O00743,C0246,P015,2023-01-06,1,Card
O00744,C1044,P029,2023-09-08,1,Online
O00745,C1173,P062,2023-10-21,3,Online
O00746,C0194,P076,2024-01-17,2,Cash
O00747,C0889,P039,2023-09-05,5,Card
O00748,C0667,P009,2023-02-20,5,Card
O00749,C0041,P051,2023-07-27,5,Online
O00750,C1086,P063,2024-02-06,1,Online
O00751,C1198,P069,2024-03-04,1,Card
O00752,C0241,P024,2024-05-09,5,Online
O00753,C0011,P072,2023-04-03,4,Cash
O00754,C0081,P017,2023-03-04,5,Card
O00755,C0331,P012,2023-12-01,5,Cash
O00756,C0072,P011,2024-03-11,1,Online
O00757,C0745,P070,2023-06-02,2,Cash
O00758,C0001,P032,2024-05-15,3,Card
O00759,C1064,P038,2024-04-29,5,Cash
O00760,C1182,P063,2023-03-13,3,Online
O00761,C0722,P078,2024-04-11,5,Online
O00762,C0203,P006,2023-04-18,2,Card
O00763,C0291,P039,2023-04-07,2,Card
O00764,C1131,P028,2023-11-05,5,Cash
O00765,C0264,P080,2023-05-23,4,Card
O00766,C0523,P034,2023-10-09,4,Online
O00767,C0335,P052,2024-04-07,4,Card
O00768,C0521,P055,2024-04-28,2,Online
O00769,C0145,P035,2023-04-15,2,Online
O00770,C1155,P066,2023-07-10,5,Card
O00771,C0315,P041,2023-08-03,4,Cash
O00772,C0507,P010,2023-01-14,3,Card
O00773,C0226,P071,2023-09-30,4,Card
O00774,C0183,P047,2023-06-18,3,Cash
O00775,C0463,P036,2023-03-16,1,Card
O00776,C0456,P049,2023-07-13,1,Card
O00777,C1079,P040,2023-03-31,5,Cash
O00778,C1084,P045,2023-02-18,5,Cash
O00779,C0556,P078,2023-10-10,1,Card
O00780,C0652,P050,2023-03-29,2,Cash
O00781,C1089,P071,2024-02-17,5,Cash
O00782,C0262,P034,2023-09-02,1,Online
O00783,C0319,P017,2023-09-20,2,Cash
O00784,C0548,P007,2023-10-18,3,Online
O00785,C0511,P078,2024-02-03,4,Online
O00786,C0375,P057,2023-08-23,3,Cash
O00787,C0588,P036,2023-09-15,4,Online
O00788,C0469,P040,2024-04-27,1,Cash
O00789,C0641,P012,2023-07-28,1,Card
O00790,C0492,P012,2024-01-09,2,Online
O00791,C0174,P037,2023-01-30,5,Cash
O00792,C0022,P055,2024-02-18,5,Online
O00793,C0983,P064,2023-03-11,5,Online
O00794,C1091,P016,2023-12-13,4,Card
O00795,C0390,P001,2023-11-12,4,Online
O00796,C0707,P032,2023-10-01,5,Online
O00797,C0087,P078,2023-11-08,4,Card
O00798,C1073,P029,2023-12-12,2,Card
O00799,C0274,P066,2023-07-07,3,Card
O00800,C1015,P049,2023-08-05,2,Cash
O00801,C0232,P044,2024-05-11,2,Online
O00802,C0242,P038,2024-03-11,3,Cash
O00803,C0543,P028,2023-05-31,1,Online
O00804,C1165,P051,2023-11-20,2,Cash
O00805,C1056,P005,2024-04-20,4,Online
O00806,C1000,P008,2024-03-10,3,Card
O00807,C0943,P043,2023-11-12,3,Cash
O00808,C0011,P045,2023-02-24,2,Cash
O00809,C0019,P013,2023-07-01,4,Cash
O00810,C0174,P068,2023-04-12,5,Card
O00811,C0254,P063,2023-07-30,1,Card
O00812,C0513,P029,2024-01-29,4,Cash
O00813,C0613,P047,2023-07-11,4,Card
O00814,C0552,P014,2023-10-02,4,Online
O00815,C0900,P021,2024-03-05,2,Cash
O00816,C0889,P001,2024-01-18,3,Online
O00817,C0227,P025,2023-04-12,3,Card
O00818,C0809,P054,2023-03-10,3,Card
O00819,C0408,P062,2023-03-24,3,Card
O00820,C1002,P071,2023-08-04,4,Online
O00821,C0261,P042,2024-01-01,4,Online
O00822,C0797,P017,2024-01-07,1,Card
O00823,C0044,P017,2024-02-10,2,Cash
O00824,C0028,P031,2023-09-14,1,Online
O00825,C0701,P055,2024-02-29,5,Online
O00826,C0890,P062,2023-01-05,3,Cash
O00827,C0170,P055,2023-09-06,2,Online
O00828,C1048,P024,2023-03-20,2,Cash
O00829,C0236,P034,2024-01-28,2,Online
O00830,C0879,P026,2024-02-25,4,Online
O00831,C0212,P065,2024-02-05,5,Card
O00832,C0305,P030,2023-04-07,1,Card
O00833,C0079,P036,2023-07-25,2,Card
O00834,C0037,P079,2023-08-07,2,Card
O00835,C0105,P049,2024-03-18,4,Online
O00836,C0474,P029,2023-06-06,3,Cash
O00837,C0126,P066,2023-09-03,4,Online
O00838,C0624,P015,2023-01-27,3,Cash
O00839,C0719,P054,2023-05-24,2,Cash
O00840,C0098,P024,2024-04-03,1,Card
O00841,C0659,P028,2023-01-27,3,Cash
O00842,C0207,P056,2023-05-24,2,Cash
O00843,C1007,P047,2024-04-30,3,Cash
O00844,C0199,P002,2023-02-27,5,Card
O00845,C0739,P047,2023-06-19,5,Online
O00846,C0762,P031,2023-11-06,3,Card
O00847,C0787,P012,2023-10-27,1,Card
O00848,C0247,P006,2023-11-19,5,Online
O00849,C0391,P025,2024-02-23,4,Card
O00850,C1120,P080,2023-02-08,3,Cash
O00851,C0972,P026,2024-01-07,5,Online
O00852,C0090,P017,2023-03-20,2,Cash
O00853,C0518,P072,2023-10-09,3,Cash
O00854,C0241,P056,2023-08-18,1,Cash
O00855,C1073,P065,2023-08-03,1,Card
O00856,C0562,P017,2023-11-03,3,Card
O00857,C1160,P008,2024-05-04,2,Online
O00858,C0815,P064,2024-02-22,5,Online
O00859,C0154,P022,2024-05-12,4,Online
O00860,C1152,P050,2023-07-16,4,Online
O00861,C0424,P024,2023-05-20,1,Card
O00862,C0447,P076,2023-10-20,1,Online
O00863,C1032,P068,2023-08-22,3,Cash
O00864,C0452,P038,2024-03-12,3,Online
O00865,C0351,P029,2023-03-02,1,Online
O00866,C0598,P006,2023-05-02,2,Cash
O00867,C0273,P035,2024-04-19,1,Online
O00868,C0431,P069,2023-05-08,1,Card
O00869,C0712,P078,2023-11-29,3,Cash
O00870,C1125,P034,2023-02-12,2,Cash
O00871,C0604,P042,2024-04-04,1,Online
O00872,C0022,P046,2024-02-22,2,Online
O00873,C0573,P023,2024-05-09,3,Card
O00874,C1195,P014,2023-10-03,4,Online
O00875,C1129,P027,2023-05-12,4,Card
O00876,C0551,P027,2023-06-16,5,Online
O00877,C0810,P020,2024-02-18,4,Card
O00878,C0889,P048,2024-01-09,2,Cash
O00879,C1016,P024,2023-02-17,4,Card
O00880,C0361,P025,2024-02-22,5,Cash
O00881,C0370,P037,2024-04-27,1,Cash
O00882,C0364,P051,2023-03-25,5,Card
O00883,C0294,P010,2023-02-05,4,Card
O00884,C0825,P013,2023-08-21,5,Card
O00885,C0025,P078,2024-01-08,1,Cash
O00886,C0043,P015,2023-07-16,1,Online
O00887,C0090,P017,2024-04-23,2,Card
O00888,C0293,P077,2023-05-18,1,Card
O00889,C0218,P070,2024-05-05,3,Online
O00890,C0415,P018,2023-02-13,4,Online
O00891,C0910,P021,2024-04-01,3,Cash
O00892,C0317,P032,2023-09-03,1,Online
O00893,C0548,P070,2023-12-21,1,Card
O00894,C0092,P014,2024-02-27,5,Cash
O00895,C1048,P054,2023-02-22,2,Card
O00896,C0460,P004,2024-04-12,2,Cash
O00897,C0302,P046,2023-07-17,3,Card
O00898,C0788,P015,2024-04-16,4,Card
O00899,C0460,P014,2023-02-26,3,Cash
O00900,C0684,P016,2023-02-09,3,Card
O00901,C0089,P078,2024-04-03,2,Card
O00902,C1087,P043,2023-08-08,5,Card
O00903,C0871,P020,2023-12-14,3,Online
O00904,C0588,P045,2024-02-23,1,Cash
O00905,C1023,P048,2024-04-14,3,Online
O00906,C0157,P001,2024-02-13,2,Online
O00907,C0656,P019,2023-03-17,4,Cash
O00908,C0980,P009,2024-01-05,1,Online
O00909,C0571,P019,2023-08-07,1,Cash
O00910,C0373,P050,2023-03-07,3,Cash
O00911,C0869,P062,2023-09-11,4,Online
O00912,C0683,P018,2024-02-11,2,Cash
O00913,C1126,P064,2023-08-03,5,Online
O00914,C1091,P069,2023-09-10,2,Cash
O00915,C1190,P054,2023-02-12,5,Online
O00916,C0450,P012,2024-02-02,2,Cash
O00917,C0417,P003,2023-01-02,3,Online
O00918,C0274,P015,2023-08-31,1,Cash
O00919,C0286,P038,2023-07-04,4,Card
O00920,C1130,P054,2024-03-03,2,Card
O00921,C0460,P008,2024-02-28,2,Card
O00922,C0294,P049,2024-05-07,1,Online
O00923,C0870,P048,2024-05-09,1,Online
O00924,C1192,P010,2023-02-24,4,Online
O00925,C0324,P004,2024-03-21,2,Cash
O00926,C0162,P032,2023-03-14,1,Card
O00927,C0853,P020,2023-10-19,2,Cash
O00928,C0287,P068,2024-01-16,3,Cash
O00929,C0691,P057,2023-07-30,1,Cash
O00930,C0320,P008,2023-02-26,1,Online
O00931,C0356,P065,2024-01-20,2,Card
O00932,C0868,P059,2023-07-22,5,Online
O00933,C0529,P074,2024-02-29,5,Cash
O00934,C0466,P055,2023-12-30,2,Cash
O00935,C0189,P067,2024-05-13,4,Card
O00936,C0434,P052,2024-01-16,5,Card
O00937,C0804,P024,2023-04-23,5,Online
O00938,C0159,P060,2024-03-06,4,Cash
O00939,C0830,P049,2023-12-01,2,Card
O00940,C0761,P055,2024-02-16,2,Cash
O00941,C0214,P010,2023-02-25,3,Online
O00942,C0688,P004,2024-02-03,2,Cash
O00943,C1110,P014,2023-03-25,1,Card
O00944,C0023,P040,2023-11-02,2,Online
O00945,C0067,P031,2023-04-14,3,Card
O00946,C1168,P073,2024-05-15,1,Online
O00947,C0991,P006,2024-02-09,1,Cash
O00948,C0633,P002,2023-02-17,3,Cash
O00949,C0816,P065,2024-05-05,2,Cash
O00950,C0801,P046,2024-01-20,2,Online
O00951,C0200,P043,2023-12-12,4,Online
O00952,C0207,P065,2023-09-15,2,Card
O00953,C0783,P062,2023-10-28,5,Card
O00954,C0331,P020,2023-05-29,4,Card
O00955,C0192,P030,2024-03-29,2,Online
O00956,C0289,P021,2023-12-01,5,Online
O00957,C1072,P044,2024-01-09,4,Card
O00958,C0596,P047,2023-06-23,5,Cash
O00959,C0794,P031,2023-01-21,2,Online
O00960,C0154,P020,2023-11-07,5,Online
O00961,C0200,P002,2023-09-12,2,Cash
O00962,C0179,P064,2023-10-08,1,Cash
O00963,C0348,P038,2023-06-10,2,Card
O00964,C1181,P047,2023-05-24,3,Card
O00965,C0367,P059,2023-02-06,3,Cash
O00966,C0525,P057,2024-05-15,2,Card
O00967,C1165,P063,2024-05-12,1,Cash
O00968,C0588,P052,2024-03-15,4,Online
O00969,C0265,P057,2024-04-14,3,Online
O00970,C0643,P048,2024-03-08,1,Online
O00971,C1037,P058,2023-07-31,3,Online
O00972,C0117,P032,2023-01-22,5,Card
O00973,C0216,P038,2023-03-21,4,Card
O00974,C0818,P010,2023-10-19,2,Cash
O00975,C0947,P012,2024-03-23,3,Cash
O00976,C1096,P060,2023-08-28,1,Card
O00977,C0222,P051,2023-04-03,4,Card
O00978,C0674,P009,2023-07-25,3,Cash
O00979,C0996,P028,2023-11-06,4,Card
O00980,C0931,P005,2023-05-23,5,Card
O00981,C0963,P019,2024-04-30,2,Cash
O00982,C0065,P077,2023-10-18,4,Card
O00983,C0741,P056,2024-04-24,4,Card
O00984,C0434,P003,2023-01-28,4,Cash
O00985,C0361,P011,2023-05-10,2,Card
O00986,C0830,P011,2023-05-21,3,Online
O00987,C0860,P068,2023-08-20,2,Online
O00988,C0532,P024,2024-04-02,1,Card
O00989,C0878,P044,2024-04-03,3,Card
O00990,C0716,P054,2023-04-12,4,Cash
O00991,C0330,P056,2023-10-02,3,Online
O00992,C0797,P002,2023-10-20,5,Online
O00993,C0160,P075,2023-04-12,5,Card
O00994,C0649,P002,2023-06-15,2,Cash
O00995,C0303,P064,2024-04-23,3,Card
O00996,C0833,P034,2024-02-10,5,Online
O00997,C0923,P017,2023-01-02,4,Online
O00998,C1185,P013,2024-05-11,1,Card
O00999,C0385,P054,2024-01-17,5,Card
O01000,C0774,P028,2023-11-04,3,Card
O01001,C0392,P074,2024-05-02,1,Cash
O01002,C0746,P003,2024-02-21,3,Cash
O01003,C0256,P064,2023-09-15,4,Cash
O01004,C0721,P046,2023-07-30,5,Cash
O01005,C0688,P015,2023-09-25,2,Cash
O01006,C0765,P023,2023-08-08,5,Online
O01007,C1112,P056,2023-03-25,4,Cash
O01008,C0896,P037,2024-03-08,5,Card
O01009,C0213,P012,2023-02-14,1,Online
O01010,C0843,P014,2024-04-22,4,Online
O01011,C1116,P013,2024-01-20,4,Online
O01012,C0067,P038,2023-10-25,4,Card
O01013,C0932,P071,2023-04-25,4,Card
O01014,C0962,P016,2023-04-11,3,Cash
O01015,C0811,P001,2023-07-31,3,Card
O01016,C0581,P035,2023-09-17,3,Cash
O01017,C0850,P031,2024-03-05,1,Cash
O01018,C0032,P004,2023-01-17,2,Cash
O01019,C1063,P077,2024-03-06,3,Cash
O01020,C1172,P056,2023-03-29,2,Online
O01021,C0802,P025,2024-05-13,5,Online
O01022,C0106,P074,2023-07-21,4,Card
O01023,C0800,P023,2024-04-25,4,Cash
O01024,C0325,P056,2023-09-22,2,Card
O01025,C0259,P065,2023-12-30,1,Online
O01026,C0803,P034,2023-10-23,5,Card
O01027,C0661,P027,2024-04-30,1,Card
O01028,C0896,P002,2023-01-14,5,Card
O01029,C1114,P011,2023-01-15,5,Cash
O01030,C0268,P059,2023-01-13,3,Card
O01031,C0455,P039,2023-05-03,2,Online
O01032,C0503,P049,2024-03-06,3,Online
O01033,C0564,P011,2023-01-27,2,Online
O01034,C1187,P014,2023-01-12,1,Cash
O01035,C0252,P014,2024-04-19,2,Cash
O01036,C0370,P012,2023-05-15,1,Cash
O01037,C0741,P027,2024-03-08,4,Card
O01038,C0045,P053,2023-09-09,1,Cash
O01039,C0157,P027,2024-05-06,4,Cash
O01040,C0643,P058,2024-03-31,2,Card
O01041,C0021,P023,2023-06-02,5,Online
O01042,C0065,P016,2023-11-07,3,Cash
O01043,C1120,P001,2023-09-05,2,Online
O01044,C0522,P016,2024-01-15,2,Online
O01045,C1098,P003,2023-01-16,5,Online
O01046,C0313,P028,2024-01-25,3,Card
O01047,C0445,P004,2024-04-05,3,Card
O01048,C0171,P017,2023-04-23,3,Cash
O01049,C0409,P012,2023-09-04,3,Online
O01050,C0603,P060,2023-10-10,4,Cash
O01051,C0820,P025,2023-09-20,3,Card
O01052,C0576,P051,2023-04-12,1,Online
O01053,C0639,P022,2024-02-11,2,Online
O01054,C0888,P058,2023-09-07,4,Online
O01055,C0557,P041,2024-01-18,5,Card
O01056,C0785,P055,2023-11-07,2,Online
O01057,C0766,P009,2023-06-30,4,Card
O01058,C0070,P066,2024-03-31,3,Online
O01059,C0602,P078,2023-07-29,5,Cash
O01060,C0062,P015,2023-07-23,2,Cash
O01061,C0381,P046,2023-08-08,2,Card
O01062,C0762,P048,2023-04-21,2,Cash
O01063,C0020,P041,2023-03-04,1,Online
O01064,C0438,P060,2023-06-18,5,Cash
O01065,C0477,P072,2024-04-05,1,Cash
O01066,C0435,P068,2023-05-26,2,Card
O01067,C0570,P078,2023-10-15,1,Online
O01068,C0864,P056,2024-04-02,3,Cash
O01069,C0404,P007,2023-04-12,4,Cash
O01070,C0563,P054,2023-01-24,1,Card
O01071,C0351,P077,2023-08-20,3,Online
O01072,C0485,P074,2023-07-16,1,Cash
O01073,C1180,P001,2023-01-10,4,Cash
O01074,C0825,P005,2023-03-09,5,Online
O01075,C0691,P003,2023-01-21,1,Cash
O01076,C0851,P039,2023-02-18,3,Cash
O01077,C0709,P052,2024-01-21,1,Online
O01078,C0642,P064,2024-02-01,5,Card
O01079,C0612,P059,2023-07-21,4,Online
O01080,C0249,P048,2024-05-10,5,Card
O01081,C0459,P007,2023-01-15,1,Card
O01082,C0662,P056,2023-02-23,2,Card
O01083,C0392,P048,2023-02-15,5,Card
O01084,C0108,P034,2024-04-23,1,Card
O01085,C0624,P010,2023-01-25,3,Cash
O01086,C0778,P035,2023-12-19,2,Card
O01087,C0944,P016,2023-10-26,2,Cash
O01088,C0304,P075,2024-03-17,4,Online
O01089,C0251,P067,2023-08-17,5,Card
O01090,C0979,P063,2023-10-23,3,Cash
O01091,C0989,P029,2024-01-31,1,Cash
O01092,C0607,P011,2024-01-28,3,Online
O01093,C0497,P027,2024-03-03,1,Card
O01094,C1013,P008,2024-05-12,2,Card
O01095,C0443,P060,2023-12-10,4,Card
O01096,C0215,P044,2023-09-07,2,Online
O01097,C1081,P066,2024-01-25,3,Cash
O01098,C0930,P020,2023-12-29,5,Card
O01099,C0267,P029,2024-04-13,3,Cash
O01100,C0927,P080,2024-05-14,5,Card
O01101,C0820,P025,2024-02-04,1,Cash
O01102,C0337,P040,2023-08-05,5,Online
O01103,C0302,P060,2023-02-22,1,Online
O01104,C0493,P003,2023-02-26,4,Card
O01105,C0059,P061,2023-05-17,5,Cash
O01106,C0544,P016,2023-06-30,5,Card
O01107,C0884,P028,2023-07-01,2,Cash
O01108,C0883,P066,2023-09-15,3,Card
O01109,C0559,P048,2023-08-14,1,Card
O01110,C0784,P055,2023-11-29,2,Cash
O01111,C0825,P023,2023-04-07,5,Cash
O01112,C1011,P067,2023-09-29,4,Card
O01113,C0103,P032,2023-12-15,1,Card
O01114,C0109,P005,2023-02-28,5,Cash
O01115,C0135,P069,2023-05-03,1,Cash
O01116,C0829,P051,2023-04-26,4,Card
O01117,C0550,P064,2023-04-23,2,Card
O01118,C0417,P045,2024-02-07,3,Online
O01119,C0590,P001,2023-11-02,1,Card
O01120,C0977,P040,2023-09-15,2,Card
O01121,C0143,P022,2023-06-11,2,Cash
O01122,C0933,P019,2024-04-05,1,Online
O01123,C0877,P043,2023-08-31,1,Card
O01124,C0541,P010,2024-05-13,2,Online
O01125,C0020,P077,2024-01-25,3,Cash
O01126,C0003,P063,2023-10-26,2,Cash
O01127,C0093,P003,2023-02-26,5,Online
O01128,C0468,P068,2023-05-29,5,Card
O01129,C0301,P013,2024-01-22,1,Cash
O01130,C0688,P058,2024-02-16,4,Online
O01131,C1118,P033,2023-06-29,4,Cash
O01132,C0940,P002,2023-07-06,3,Cash
O01133,C0684,P067,2023-12-30,5,Cash
O01134,C0553,P067,2023-02-27,1,Card
O01135,C0452,P019,2023-07-30,3,Cash
O01136,C0501,P074,2023-01-16,4,Cash
O01137,C0183,P025,2023-04-16,4,Online
O01138,C0561,P070,2023-02-25,4,Online
O01139,C0544,P045,2023-03-31,3,Cash
O01140,C0855,P036,2023-10-29,3,Card
O01141,C1187,P067,2023-01-22,3,Online
O01142,C0888,P059,2023-03-04,5,Cash
O01143,C0226,P002,2023-05-28,4,Online
O01144,C0956,P020,2023-03-17,5,Cash
O01145,C1144,P021,2023-11-16,3,Cash
O01146,C0133,P038,2023-05-28,1,Cash
O01147,C0446,P037,2023-01-21,5,Card
O01148,C1001,P040,2023-01-28,1,Cash
O01149,C0002,P007,2023-06-30,3,Card
O01150,C0581,P065,2023-06-29,5,Card
O01151,C0177,P035,2024-05-03,2,Online
O01152,C0885,P075,2023-04-11,1,Cash
O01153,C0066,P061,2023-04-23,3,Card
O01154,C0792,P055,2024-02-20,4,Card
O01155,C0536,P039,2024-04-02,5,Cash
O01156,C1155,P056,2023-03-30,3,Online
O01157,C0409,P033,2023-03-13,2,Cash
O01158,C0409,P039,2023-10-11,3,Card
O01159,C1161,P060,2023-06-02,5,Card
O01160,C0895,P013,2023-07-12,2,Online
O01161,C0642,P065,2023-08-15,3,Cash
O01162,C0876,P060,2023-07-01,4,Cash
O01163,C0057,P072,2023-08-25,1,Cash
O01164,C0288,P079,2023-02-15,3,Card
O01165,C1049,P048,2023-10-25,2,Online
O01166,C1159,P038,2023-10-06,1,Cash
O01167,C0826,P001,2023-03-06,4,Online
O01168,C0112,P011,2023-08-24,1,Cash
O01169,C0220,P043,2024-02-29,5,Card
O01170,C0596,P073,2024-02-25,4,Online
O01171,C0125,P016,2023-06-19,5,Online
O01172,C0109,P027,2023-09-19,5,Card
O01173,C1015,P018,2023-10-15,2,Online
O01174,C0317,P039,2023-11-24,3,Online
O01175,C0014,P063,2024-04-24,5,Online
O01176,C0235,P009,2023-04-13,1,Card
O01177,C0248,P067,2023-11-06,1,Card
O01178,C0213,P061,2023-04-15,1,Online
O01179,C0801,P008,2023-08-16,1,Cash
O01180,C0991,P024,2023-07-27,2,Online
O01181,C0900,P079,2023-05-14,1,Cash
O01182,C0045,P024,2023-03-16,2,Online
O01183,C0493,P022,2023-12-03,5,Online
O01184,C1120,P026,2023-12-25,4,Cash
O01185,C0593,P013,2023-05-29,5,Cash
O01186,C0564,P051,2023-07-08,4,Online
O01187,C0220,P060,2024-02-14,4,Cash
O01188,C0058,P037,2023-03-17,4,Card
O01189,C0798,P002,2023-10-16,5,Cash
O01190,C0911,P006,2023-01-18,3,Card
O01191,C0939,P036,2023-08-28,1,Card
O01192,C1026,P065,2023-07-03,2,Cash
O01193,C1076,P050,2024-04-07,5,Card
O01194,C0311,P046,2023-03-31,5,Cash
O01195,C0287,P036,2023-08-24,3,Cash
